id_contrato,id_cliente,id_producto,fecha_contrato
1788.0,952,20,2023-12-31 00:00:00.000000
1789.0,806,12,2025-02-22 00:00:00.000000
1790.0,229,22,2025-01-30 00:00:00.000000
1791.0,604,27,2022-04-22 00:00:00.000000
1792.0,180,13,2025-03-24 00:00:00.000000
1793.0,315,24,2023-08-21 00:00:00.000000
1794.0,706,10,2023-04-22 00:00:00.000000
1795.0,131,6,2024-06-07 00:00:00.000000
1796.0,747,1,2025-03-03 00:00:00.000000
1797.0,972,23,2024-05-10 00:00:00.000000
1798.0,972,19,2024-04-14 00:00:00.000000
1799.0,401,28,2023-12-02 00:00:00.000000
1800.0,790,19,2022-10-10 00:00:00.000000
1801.0,34,6,2023-11-10 00:00:00.000000
1802.0,617,11,2023-04-15 00:00:00.000000
1803.0,944,26,2022-12-19 00:00:00.000000
1804.0,991,20,2023-02-20 00:00:00.000000
1805.0,227,21,2024-05-28 00:00:00.000000
1806.0,580,4,2024-06-04 00:00:00.000000
1807.0,960,16,2022-09-28 00:00:00.000000
1808.0,145,11,2023-11-21 00:00:00.000000
1809.0,764,3,2022-04-17 00:00:00.000000
1810.0,244,12,2024-01-11 00:00:00.000000
1811.0,328,6,2023-05-07 00:00:00.000000
1812.0,652,29,2022-10-05 00:00:00.000000
1813.0,987,3,2024-04-05 00:00:00.000000
1814.0,842,23,2022-05-09 00:00:00.000000
1815.0,687,21,2022-07-27 00:00:00.000000
1816.0,747,29,2023-10-16 00:00:00.000000
1817.0,344,15,2022-05-02 00:00:00.000000
1818.0,12,9,2024-12-14 00:00:00.000000
1819.0,215,8,2023-07-16 00:00:00.000000
1820.0,710,3,2023-08-30 00:00:00.000000
1821.0,359,9,2024-11-16 00:00:00.000000
1822.0,806,4,2024-01-20 00:00:00.000000
1823.0,738,1,2024-01-03 00:00:00.000000
1824.0,50,13,2023-03-01 00:00:00.000000
1825.0,449,24,2023-08-19 00:00:00.000000
1826.0,430,6,2023-03-31 00:00:00.000000
1827.0,906,14,2022-09-29 00:00:00.000000
1828.0,505,29,2024-10-26 00:00:00.000000
1829.0,388,12,2025-01-24 00:00:00.000000
1830.0,560,13,2022-09-11 00:00:00.000000
1831.0,104,27,2024-09-09 00:00:00.000000
1832.0,491,26,2022-07-06 00:00:00.000000
1833.0,885,19,2024-02-22 00:00:00.000000
1834.0,667,25,2023-03-06 00:00:00.000000
1835.0,704,8,2023-09-07 00:00:00.000000
1836.0,167,15,2024-10-07 00:00:00.000000
1837.0,76,26,2025-03-01 00:00:00.000000
1838.0,867,2,2023-04-11 00:00:00.000000
1839.0,302,1,2024-01-05 00:00:00.000000
1840.0,327,9,2024-10-08 00:00:00.000000
1841.0,975,4,2025-02-11 00:00:00.000000
1842.0,76,11,2023-04-12 00:00:00.000000
1843.0,175,29,2023-06-03 00:00:00.000000
1844.0,385,6,2024-05-04 00:00:00.000000
1845.0,750,3,2022-05-09 00:00:00.000000
1846.0,561,29,2023-11-20 00:00:00.000000
1847.0,96,11,2023-12-03 00:00:00.000000
1848.0,609,20,2022-10-31 00:00:00.000000
1849.0,915,16,2023-07-06 00:00:00.000000
1850.0,722,1,2024-02-27 00:00:00.000000
1851.0,442,21,2022-08-19 00:00:00.000000
1852.0,169,20,2023-05-07 00:00:00.000000
1853.0,912,14,2022-07-22 00:00:00.000000
1854.0,161,2,2023-08-13 00:00:00.000000
1855.0,104,11,2022-07-03 00:00:00.000000
1856.0,211,7,2024-09-24 00:00:00.000000
1857.0,420,23,2024-04-17 00:00:00.000000
1858.0,568,24,2022-09-03 00:00:00.000000
1859.0,948,24,2022-06-22 00:00:00.000000
1860.0,554,9,2022-06-29 00:00:00.000000
1861.0,677,10,2024-04-14 00:00:00.000000
1862.0,305,8,2022-11-25 00:00:00.000000
1863.0,99,2,2023-12-02 00:00:00.000000
1864.0,403,19,2024-01-26 00:00:00.000000
1865.0,563,27,2023-11-30 00:00:00.000000
1866.0,503,5,2023-10-09 00:00:00.000000
1867.0,56,12,2022-10-22 00:00:00.000000
1868.0,4,14,2024-06-27 00:00:00.000000
1869.0,90,10,2025-02-02 00:00:00.000000
1870.0,844,22,2025-01-16 00:00:00.000000
1871.0,641,20,2024-07-25 00:00:00.000000
1872.0,492,7,2022-06-18 00:00:00.000000
1873.0,100,1,2024-04-21 00:00:00.000000
1874.0,212,6,2022-05-22 00:00:00.000000
1875.0,654,10,2022-05-23 00:00:00.000000
1876.0,84,16,2022-07-16 00:00:00.000000
1877.0,865,4,2022-10-31 00:00:00.000000
1878.0,316,26,2023-07-24 00:00:00.000000
1879.0,408,16,2024-02-01 00:00:00.000000
1880.0,501,29,2023-08-04 00:00:00.000000
1881.0,677,9,2024-06-19 00:00:00.000000
1882.0,94,21,2022-11-03 00:00:00.000000
1883.0,558,13,2023-11-14 00:00:00.000000
1884.0,190,12,2023-01-22 00:00:00.000000
1885.0,907,13,2022-11-24 00:00:00.000000
1886.0,379,6,2023-05-04 00:00:00.000000
1887.0,457,2,2023-12-28 00:00:00.000000
1888.0,270,15,2022-04-30 00:00:00.000000
1889.0,477,9,2023-01-14 00:00:00.000000
1890.0,232,27,2022-07-31 00:00:00.000000
1891.0,276,19,2024-09-15 00:00:00.000000
1892.0,64,5,2022-11-27 00:00:00.000000
1893.0,771,23,2024-07-01 00:00:00.000000
1894.0,684,4,2023-12-11 00:00:00.000000
1895.0,88,22,2024-06-25 00:00:00.000000
1896.0,353,26,2022-08-01 00:00:00.000000
1897.0,555,14,2022-09-09 00:00:00.000000
1898.0,995,25,2023-05-23 00:00:00.000000
1899.0,604,8,2023-11-09 00:00:00.000000
1900.0,567,2,2023-04-16 00:00:00.000000
1901.0,861,13,2023-01-22 00:00:00.000000
1902.0,839,17,2022-07-24 00:00:00.000000
1903.0,429,18,2023-09-10 00:00:00.000000
1904.0,704,28,2024-12-03 00:00:00.000000
1905.0,959,16,2024-02-18 00:00:00.000000
1906.0,587,29,2023-04-02 00:00:00.000000
1907.0,242,16,2024-04-05 00:00:00.000000
1908.0,307,3,2022-10-11 00:00:00.000000
1909.0,405,29,2023-08-11 00:00:00.000000
1910.0,875,23,2022-06-10 00:00:00.000000
1911.0,36,17,2023-11-21 00:00:00.000000
1912.0,585,29,2024-07-25 00:00:00.000000
1913.0,530,26,2023-06-19 00:00:00.000000
1914.0,586,22,2024-06-10 00:00:00.000000
1915.0,636,5,2024-06-11 00:00:00.000000
1916.0,124,25,2023-05-29 00:00:00.000000
1917.0,460,6,2023-06-07 00:00:00.000000
1918.0,972,6,2022-04-14 00:00:00.000000
1919.0,996,7,2022-05-19 00:00:00.000000
1920.0,828,7,2025-01-26 00:00:00.000000
1921.0,130,2,2023-07-10 00:00:00.000000
1922.0,434,3,2024-03-23 00:00:00.000000
1923.0,700,14,2022-06-26 00:00:00.000000
1924.0,207,27,2022-12-09 00:00:00.000000
1925.0,643,5,2024-10-15 00:00:00.000000
1926.0,855,20,2024-03-17 00:00:00.000000
1927.0,265,11,2023-02-22 00:00:00.000000
1928.0,933,24,2023-12-02 00:00:00.000000
1929.0,937,26,2022-05-31 00:00:00.000000
1930.0,69,3,2023-03-19 00:00:00.000000
1931.0,398,18,2024-12-28 00:00:00.000000
1932.0,407,18,2024-05-07 00:00:00.000000
1933.0,334,28,2024-04-09 00:00:00.000000
1934.0,283,17,2023-10-18 00:00:00.000000
1935.0,470,30,2023-03-09 00:00:00.000000
1936.0,895,1,2023-02-06 00:00:00.000000
1937.0,806,23,2025-01-18 00:00:00.000000
1938.0,639,19,2022-12-18 00:00:00.000000
1939.0,536,26,2022-06-14 00:00:00.000000
1940.0,430,4,2025-01-11 00:00:00.000000
1941.0,425,5,2022-06-01 00:00:00.000000
1942.0,152,19,2022-07-26 00:00:00.000000
1943.0,603,19,2023-08-17 00:00:00.000000
1944.0,777,4,2023-01-15 00:00:00.000000
1945.0,948,4,2024-02-22 00:00:00.000000
1946.0,577,25,2024-09-09 00:00:00.000000
1947.0,104,26,2023-07-27 00:00:00.000000
1948.0,293,28,2024-07-14 00:00:00.000000
1949.0,549,29,2024-07-20 00:00:00.000000
1950.0,353,29,2023-06-28 00:00:00.000000
1951.0,421,9,2024-09-05 00:00:00.000000
1952.0,393,21,2024-03-31 00:00:00.000000
1953.0,498,19,2024-12-05 00:00:00.000000
1954.0,624,16,2022-04-21 00:00:00.000000
1955.0,39,6,2023-01-08 00:00:00.000000
1956.0,283,13,2022-09-11 00:00:00.000000
1957.0,148,20,2024-08-16 00:00:00.000000
1958.0,624,22,2024-02-05 00:00:00.000000
1959.0,711,13,2024-03-15 00:00:00.000000
1960.0,40,13,2024-09-20 00:00:00.000000
1961.0,911,29,2023-07-22 00:00:00.000000
1962.0,340,23,2023-02-24 00:00:00.000000
1963.0,244,2,2025-01-21 00:00:00.000000
1964.0,764,16,2023-11-05 00:00:00.000000
1965.0,943,9,2022-06-09 00:00:00.000000
1966.0,919,12,2025-03-20 00:00:00.000000
1967.0,21,11,2024-04-25 00:00:00.000000
1968.0,838,26,2023-07-17 00:00:00.000000
1969.0,311,10,2022-07-25 00:00:00.000000
1970.0,288,27,2023-12-01 00:00:00.000000
1971.0,504,28,2023-09-05 00:00:00.000000
1972.0,713,22,2022-07-23 00:00:00.000000
1973.0,101,28,2023-09-08 00:00:00.000000
1974.0,234,5,2024-06-02 00:00:00.000000
1975.0,308,24,2022-11-11 00:00:00.000000
1976.0,454,25,2023-02-08 00:00:00.000000
1977.0,846,11,2024-11-13 00:00:00.000000
1978.0,276,24,2023-02-22 00:00:00.000000
1979.0,427,20,2022-08-18 00:00:00.000000
1980.0,662,3,2022-04-25 00:00:00.000000
1981.0,193,15,2023-03-25 00:00:00.000000
1982.0,217,30,2023-08-19 00:00:00.000000
1983.0,844,14,2025-01-23 00:00:00.000000
1984.0,759,16,2023-07-29 00:00:00.000000
1985.0,778,17,2023-06-29 00:00:00.000000
1986.0,889,12,2024-05-02 00:00:00.000000
1987.0,841,2,2023-02-19 00:00:00.000000
1988.0,528,26,2024-11-08 00:00:00.000000
1989.0,163,3,2025-01-28 00:00:00.000000
1990.0,319,23,2025-03-07 00:00:00.000000
1991.0,519,13,2022-09-28 00:00:00.000000
1992.0,139,25,2022-05-31 00:00:00.000000
1993.0,872,17,2024-11-03 00:00:00.000000
1994.0,901,19,2022-07-17 00:00:00.000000
1995.0,30,6,2022-10-11 00:00:00.000000
1996.0,198,29,2022-10-25 00:00:00.000000
1997.0,853,7,2024-12-02 00:00:00.000000
1998.0,858,2,2024-06-27 00:00:00.000000
1999.0,256,2,2022-06-10 00:00:00.000000
2000.0,468,2,2022-11-11 00:00:00.000000
2001.0,941,12,2022-09-01 00:00:00.000000
2002.0,722,7,2024-06-30 00:00:00.000000
2003.0,281,12,2023-04-02 00:00:00.000000
2004.0,844,15,2023-09-10 00:00:00.000000
2005.0,518,13,2025-01-01 00:00:00.000000
2006.0,651,30,2024-03-02 00:00:00.000000
2007.0,127,22,2024-05-13 00:00:00.000000
2008.0,32,8,2023-08-10 00:00:00.000000
2009.0,382,16,2022-04-19 00:00:00.000000
2010.0,609,15,2023-02-20 00:00:00.000000
2011.0,182,28,2024-05-18 00:00:00.000000
2012.0,486,19,2022-06-02 00:00:00.000000
2013.0,565,12,2022-06-13 00:00:00.000000
2014.0,353,6,2024-08-05 00:00:00.000000
2015.0,858,29,2024-08-27 00:00:00.000000
2016.0,265,24,2022-07-03 00:00:00.000000
2017.0,851,23,2022-07-11 00:00:00.000000
2018.0,93,10,2022-07-30 00:00:00.000000
2019.0,29,13,2025-03-15 00:00:00.000000
2020.0,51,6,2024-02-12 00:00:00.000000
2021.0,875,19,2025-02-03 00:00:00.000000
2022.0,799,7,2023-11-21 00:00:00.000000
2023.0,878,8,2022-07-02 00:00:00.000000
2024.0,663,8,2022-09-09 00:00:00.000000
2025.0,694,7,2023-07-21 00:00:00.000000
2026.0,276,21,2022-12-12 00:00:00.000000
2027.0,420,17,2022-05-09 00:00:00.000000
2028.0,21,28,2025-02-20 00:00:00.000000
2029.0,800,25,2024-03-09 00:00:00.000000
2030.0,699,1,2023-04-08 00:00:00.000000
2031.0,486,30,2024-06-11 00:00:00.000000
2032.0,136,21,2022-05-28 00:00:00.000000
2033.0,178,20,2022-06-25 00:00:00.000000
2034.0,821,1,2022-05-12 00:00:00.000000
2035.0,230,9,2023-05-17 00:00:00.000000
2036.0,623,26,2023-07-14 00:00:00.000000
2037.0,966,10,2022-06-14 00:00:00.000000
2038.0,730,23,2022-09-18 00:00:00.000000
2039.0,659,9,2023-07-29 00:00:00.000000
2040.0,434,29,2022-04-20 00:00:00.000000
2041.0,386,28,2024-09-30 00:00:00.000000
2042.0,358,15,2024-03-07 00:00:00.000000
2043.0,259,7,2023-04-13 00:00:00.000000
2044.0,478,10,2025-02-27 00:00:00.000000
2045.0,694,17,2022-05-04 00:00:00.000000
2046.0,845,20,2024-05-12 00:00:00.000000
2047.0,407,19,2023-05-21 00:00:00.000000
2048.0,105,1,2024-06-25 00:00:00.000000
2049.0,524,22,2023-02-10 00:00:00.000000
2050.0,990,27,2024-11-26 00:00:00.000000
2051.0,860,12,2023-01-30 00:00:00.000000
2052.0,575,21,2024-05-02 00:00:00.000000
2053.0,609,20,2022-10-03 00:00:00.000000
2054.0,290,10,2024-10-14 00:00:00.000000
2055.0,701,4,2024-06-25 00:00:00.000000
2056.0,494,3,2024-05-11 00:00:00.000000
2057.0,345,9,2022-11-13 00:00:00.000000
2058.0,656,11,2023-03-05 00:00:00.000000
2059.0,883,9,2023-04-05 00:00:00.000000
2060.0,268,21,2024-01-05 00:00:00.000000
2061.0,729,29,2024-09-08 00:00:00.000000
2062.0,668,10,2023-11-30 00:00:00.000000
2063.0,193,5,2022-12-16 00:00:00.000000
2064.0,530,25,2024-05-18 00:00:00.000000
2065.0,247,29,2024-03-16 00:00:00.000000
2066.0,59,26,2024-11-02 00:00:00.000000
2067.0,878,26,2022-04-09 00:00:00.000000
2068.0,830,20,2024-04-10 00:00:00.000000
2069.0,414,22,2024-11-28 00:00:00.000000
2070.0,328,22,2024-07-09 00:00:00.000000
2071.0,144,24,2023-12-29 00:00:00.000000
2072.0,27,21,2025-01-26 00:00:00.000000
2073.0,510,10,2023-08-24 00:00:00.000000
2074.0,266,30,2022-12-18 00:00:00.000000
2075.0,429,13,2023-06-03 00:00:00.000000
2076.0,398,24,2024-11-26 00:00:00.000000
2077.0,37,19,2024-09-14 00:00:00.000000
2078.0,726,19,2023-11-13 00:00:00.000000
2079.0,836,7,2022-08-18 00:00:00.000000
2080.0,352,24,2022-06-08 00:00:00.000000
2081.0,731,8,2023-12-21 00:00:00.000000
2082.0,703,18,2024-12-29 00:00:00.000000
2083.0,654,26,2024-09-30 00:00:00.000000
2084.0,488,30,2024-07-23 00:00:00.000000
2085.0,964,22,2024-01-11 00:00:00.000000
2086.0,368,17,2022-09-03 00:00:00.000000
2087.0,308,28,2022-05-29 00:00:00.000000
2088.0,175,27,2024-08-08 00:00:00.000000
2089.0,674,29,2025-01-10 00:00:00.000000
2090.0,572,6,2023-07-15 00:00:00.000000
2091.0,301,4,2023-02-11 00:00:00.000000
2092.0,483,5,2023-10-15 00:00:00.000000
2093.0,759,9,2022-08-17 00:00:00.000000
2094.0,743,26,2024-09-01 00:00:00.000000
2095.0,573,25,2024-04-06 00:00:00.000000
2096.0,935,6,2022-07-14 00:00:00.000000
2097.0,970,22,2022-10-09 00:00:00.000000
2098.0,922,11,2023-02-03 00:00:00.000000
2099.0,671,3,2024-04-06 00:00:00.000000
2100.0,228,12,2024-10-18 00:00:00.000000
2101.0,229,24,2024-05-15 00:00:00.000000
2102.0,893,10,2023-09-03 00:00:00.000000
2103.0,431,26,2022-08-26 00:00:00.000000
2104.0,909,11,2022-07-16 00:00:00.000000
2105.0,381,9,2022-06-23 00:00:00.000000
2106.0,600,10,2023-01-28 00:00:00.000000
2107.0,475,28,2023-09-28 00:00:00.000000
2108.0,121,16,2025-02-15 00:00:00.000000
2109.0,55,28,2024-02-12 00:00:00.000000
2110.0,650,19,2025-01-18 00:00:00.000000
2111.0,595,20,2025-02-20 00:00:00.000000
2112.0,73,16,2022-08-01 00:00:00.000000
2113.0,911,7,2024-05-17 00:00:00.000000
2114.0,513,4,2024-01-13 00:00:00.000000
2115.0,889,22,2022-06-26 00:00:00.000000
2116.0,391,17,2022-05-15 00:00:00.000000
2117.0,306,14,2023-11-15 00:00:00.000000
2118.0,56,28,2023-12-07 00:00:00.000000
2119.0,875,5,2023-06-28 00:00:00.000000
2120.0,141,7,2023-07-18 00:00:00.000000
2121.0,351,14,2023-11-22 00:00:00.000000
2122.0,584,29,2024-06-30 00:00:00.000000
2123.0,929,15,2023-03-28 00:00:00.000000
2124.0,147,11,2025-01-07 00:00:00.000000
2125.0,884,23,2022-10-26 00:00:00.000000
2126.0,185,25,2022-12-25 00:00:00.000000
2127.0,83,16,2024-03-28 00:00:00.000000
2128.0,341,21,2022-07-28 00:00:00.000000
2129.0,182,11,2023-04-20 00:00:00.000000
2130.0,650,2,2023-10-03 00:00:00.000000
2131.0,5,15,2024-07-01 00:00:00.000000
2132.0,281,7,2023-03-30 00:00:00.000000
2133.0,780,25,2024-01-19 00:00:00.000000
2134.0,173,19,2023-11-28 00:00:00.000000
2135.0,783,6,2022-11-27 00:00:00.000000
2136.0,502,26,2024-01-15 00:00:00.000000
2137.0,782,25,2023-06-26 00:00:00.000000
2138.0,91,5,2023-03-22 00:00:00.000000
2139.0,630,14,2023-11-13 00:00:00.000000
2140.0,649,14,2022-12-30 00:00:00.000000
2141.0,414,14,2023-01-30 00:00:00.000000
2142.0,989,16,2023-12-22 00:00:00.000000
2143.0,393,1,2023-11-20 00:00:00.000000
2144.0,39,18,2022-05-30 00:00:00.000000
2145.0,205,24,2024-12-16 00:00:00.000000
2146.0,383,1,2024-09-19 00:00:00.000000
2147.0,914,11,2024-05-10 00:00:00.000000
2148.0,776,27,2022-06-21 00:00:00.000000
2149.0,544,7,2023-08-22 00:00:00.000000
2150.0,19,22,2022-08-07 00:00:00.000000
2151.0,5,21,2022-05-15 00:00:00.000000
2152.0,752,8,2024-11-16 00:00:00.000000
2153.0,232,23,2023-04-10 00:00:00.000000
2154.0,899,12,2025-03-15 00:00:00.000000
2155.0,320,5,2023-11-05 00:00:00.000000
2156.0,106,13,2025-01-15 00:00:00.000000
2157.0,516,19,2025-01-13 00:00:00.000000
2158.0,314,6,2023-08-23 00:00:00.000000
2159.0,67,27,2024-07-01 00:00:00.000000
2160.0,47,10,2024-08-19 00:00:00.000000
2161.0,972,10,2023-12-02 00:00:00.000000
2162.0,467,24,2023-10-22 00:00:00.000000
2163.0,533,20,2023-12-15 00:00:00.000000
2164.0,537,11,2022-09-18 00:00:00.000000
2165.0,445,29,2022-11-06 00:00:00.000000
2166.0,704,5,2022-12-14 00:00:00.000000
2167.0,351,29,2024-05-11 00:00:00.000000
2168.0,502,12,2023-01-28 00:00:00.000000
2169.0,769,7,2025-03-22 00:00:00.000000
2170.0,169,30,2023-03-30 00:00:00.000000
2171.0,941,26,2023-08-21 00:00:00.000000
2172.0,414,1,2023-06-05 00:00:00.000000
2173.0,234,8,2024-02-25 00:00:00.000000
2174.0,745,5,2025-02-13 00:00:00.000000
2175.0,217,24,2022-07-07 00:00:00.000000
2176.0,23,19,2023-08-29 00:00:00.000000
2177.0,517,6,2022-10-17 00:00:00.000000
2178.0,127,12,2025-03-03 00:00:00.000000
2179.0,729,21,2024-02-02 00:00:00.000000
2180.0,812,2,2024-01-27 00:00:00.000000
2181.0,385,29,2024-05-29 00:00:00.000000
2182.0,656,9,2024-07-21 00:00:00.000000
2183.0,790,18,2023-08-20 00:00:00.000000
2184.0,639,2,2023-05-27 00:00:00.000000
2185.0,609,2,2023-05-05 00:00:00.000000
2186.0,678,4,2024-03-25 00:00:00.000000
2187.0,670,27,2023-09-18 00:00:00.000000
2188.0,21,2,2023-07-10 00:00:00.000000
2189.0,707,4,2022-05-15 00:00:00.000000
2190.0,427,15,2023-11-11 00:00:00.000000
2191.0,390,4,2023-12-28 00:00:00.000000
2192.0,561,9,2023-10-15 00:00:00.000000
2193.0,486,23,2024-11-15 00:00:00.000000
2194.0,157,7,2023-07-07 00:00:00.000000
2195.0,712,22,2023-06-27 00:00:00.000000
2196.0,646,1,2025-01-05 00:00:00.000000
2197.0,309,14,2022-08-20 00:00:00.000000
2198.0,678,4,2024-04-06 00:00:00.000000
2199.0,679,17,2023-08-07 00:00:00.000000
2200.0,277,20,2023-05-31 00:00:00.000000
2201.0,621,23,2022-04-08 00:00:00.000000
2202.0,141,14,2022-09-17 00:00:00.000000
2203.0,851,29,2024-08-10 00:00:00.000000
2204.0,108,17,2023-09-09 00:00:00.000000
2205.0,737,20,2025-01-23 00:00:00.000000
2206.0,121,10,2022-09-16 00:00:00.000000
2207.0,117,26,2023-04-03 00:00:00.000000
2208.0,109,16,2024-05-23 00:00:00.000000
2209.0,204,20,2024-09-24 00:00:00.000000
2210.0,205,25,2024-09-23 00:00:00.000000
2211.0,270,27,2023-12-12 00:00:00.000000
2212.0,536,7,2025-01-03 00:00:00.000000
2213.0,367,23,2022-05-21 00:00:00.000000
2214.0,420,10,2023-04-10 00:00:00.000000
2215.0,165,2,2023-09-14 00:00:00.000000
2216.0,562,16,2023-12-02 00:00:00.000000
2217.0,933,7,2024-12-25 00:00:00.000000
2218.0,705,30,2024-02-21 00:00:00.000000
2219.0,493,11,2022-08-01 00:00:00.000000
2220.0,241,1,2024-04-28 00:00:00.000000
2221.0,14,22,2024-07-24 00:00:00.000000
2222.0,92,30,2023-02-28 00:00:00.000000
2223.0,114,27,2024-01-14 00:00:00.000000
2224.0,588,22,2025-03-15 00:00:00.000000
2225.0,506,5,2023-12-09 00:00:00.000000
2226.0,973,3,2023-05-11 00:00:00.000000
2227.0,799,17,2024-07-07 00:00:00.000000
2228.0,77,24,2024-12-21 00:00:00.000000
2229.0,741,4,2023-08-25 00:00:00.000000
2230.0,927,9,2022-04-19 00:00:00.000000
2231.0,660,8,2022-05-06 00:00:00.000000
2232.0,468,10,2024-07-05 00:00:00.000000
2233.0,271,15,2022-09-28 00:00:00.000000
2234.0,52,4,2022-11-11 00:00:00.000000
2235.0,833,6,2023-03-01 00:00:00.000000
2236.0,896,2,2022-07-14 00:00:00.000000
2237.0,873,10,2024-09-05 00:00:00.000000
2238.0,369,26,2022-11-22 00:00:00.000000
2239.0,694,11,2023-08-22 00:00:00.000000
2240.0,437,24,2022-10-25 00:00:00.000000
2241.0,119,4,2023-03-08 00:00:00.000000
2242.0,872,25,2023-08-16 00:00:00.000000
2243.0,912,2,2024-09-30 00:00:00.000000
2244.0,10,28,2023-11-15 00:00:00.000000
2245.0,142,22,2022-04-30 00:00:00.000000
2246.0,663,6,2024-03-02 00:00:00.000000
2247.0,337,12,2022-05-03 00:00:00.000000
2248.0,916,15,2023-02-11 00:00:00.000000
2249.0,979,20,2023-01-24 00:00:00.000000
2250.0,275,29,2022-04-03 00:00:00.000000
2251.0,751,3,2024-07-04 00:00:00.000000
2252.0,382,27,2022-11-06 00:00:00.000000
2253.0,351,6,2023-03-23 00:00:00.000000
2254.0,117,13,2023-03-11 00:00:00.000000
2255.0,410,15,2022-10-16 00:00:00.000000
2256.0,279,27,2022-05-04 00:00:00.000000
2257.0,395,23,2023-07-19 00:00:00.000000
2258.0,872,16,2025-03-01 00:00:00.000000
2259.0,820,14,2024-09-19 00:00:00.000000
2260.0,665,29,2024-09-02 00:00:00.000000
2261.0,817,6,2022-05-13 00:00:00.000000
2262.0,116,5,2022-12-04 00:00:00.000000
2263.0,713,24,2023-07-16 00:00:00.000000
2264.0,61,28,2024-01-25 00:00:00.000000
2265.0,164,4,2024-10-04 00:00:00.000000
2266.0,427,30,2024-03-15 00:00:00.000000
2267.0,605,16,2024-11-04 00:00:00.000000
2268.0,822,19,2023-06-25 00:00:00.000000
2269.0,695,15,2024-11-12 00:00:00.000000
2270.0,186,20,2023-03-06 00:00:00.000000
2271.0,389,25,2025-01-09 00:00:00.000000
2272.0,368,20,2023-01-03 00:00:00.000000
2273.0,30,28,2023-07-07 00:00:00.000000
2274.0,701,29,2022-11-10 00:00:00.000000
2275.0,859,24,2025-02-26 00:00:00.000000
2276.0,997,29,2022-12-27 00:00:00.000000
2277.0,134,16,2023-02-20 00:00:00.000000
2278.0,943,16,2024-08-17 00:00:00.000000
2279.0,116,29,2023-12-06 00:00:00.000000
2280.0,422,15,2024-09-06 00:00:00.000000
2281.0,48,3,2022-07-28 00:00:00.000000
2282.0,268,21,2024-02-07 00:00:00.000000
2283.0,322,1,2022-07-31 00:00:00.000000
2284.0,722,28,2024-09-08 00:00:00.000000
2285.0,695,17,2023-03-14 00:00:00.000000
2286.0,786,24,2025-03-13 00:00:00.000000
2287.0,591,24,2023-10-08 00:00:00.000000
2288.0,579,8,2024-07-01 00:00:00.000000
2289.0,979,22,2025-01-06 00:00:00.000000
2290.0,895,11,2024-03-13 00:00:00.000000
2291.0,532,17,2024-03-25 00:00:00.000000
2292.0,705,23,2024-12-24 00:00:00.000000
2293.0,634,4,2023-08-04 00:00:00.000000
2294.0,444,22,2024-09-17 00:00:00.000000
2295.0,745,8,2022-11-09 00:00:00.000000
2296.0,494,12,2024-09-13 00:00:00.000000
2297.0,680,22,2023-12-20 00:00:00.000000
2298.0,657,13,2024-07-09 00:00:00.000000
2299.0,153,27,2022-12-12 00:00:00.000000
2300.0,847,18,2024-06-28 00:00:00.000000
2301.0,914,20,2024-02-07 00:00:00.000000
2302.0,56,1,2023-09-05 00:00:00.000000
2303.0,659,30,2024-07-10 00:00:00.000000
2304.0,161,17,2024-04-17 00:00:00.000000
2305.0,870,16,2025-02-09 00:00:00.000000
2306.0,873,16,2024-10-18 00:00:00.000000
2307.0,891,6,2023-08-01 00:00:00.000000
2308.0,77,25,2022-08-05 00:00:00.000000
2309.0,504,11,2023-01-30 00:00:00.000000
2310.0,247,11,2022-09-23 00:00:00.000000
2311.0,994,9,2023-08-24 00:00:00.000000
2312.0,52,17,2022-10-26 00:00:00.000000
2313.0,229,18,2022-05-13 00:00:00.000000
2314.0,659,13,2025-02-26 00:00:00.000000
2315.0,413,27,2023-02-01 00:00:00.000000
2316.0,241,3,2023-08-30 00:00:00.000000
2317.0,471,15,2024-03-12 00:00:00.000000
2318.0,821,19,2022-08-10 00:00:00.000000
2319.0,459,3,2023-08-13 00:00:00.000000
2320.0,878,16,2025-01-22 00:00:00.000000
2321.0,458,11,2024-05-08 00:00:00.000000
2322.0,122,16,2022-06-26 00:00:00.000000
2323.0,764,21,2023-07-08 00:00:00.000000
2324.0,19,4,2023-05-12 00:00:00.000000
2325.0,414,14,2023-10-09 00:00:00.000000
2326.0,37,18,2024-02-02 00:00:00.000000
2327.0,563,1,2022-12-19 00:00:00.000000
2328.0,846,3,2024-08-29 00:00:00.000000
2329.0,811,20,2024-04-01 00:00:00.000000
2330.0,987,20,2022-10-26 00:00:00.000000
2331.0,653,10,2023-09-07 00:00:00.000000
2332.0,912,17,2023-08-22 00:00:00.000000
2333.0,576,7,2024-02-06 00:00:00.000000
2334.0,671,22,2024-01-24 00:00:00.000000
2335.0,468,11,2023-11-08 00:00:00.000000
2336.0,373,27,2023-05-28 00:00:00.000000
2337.0,56,27,2024-12-01 00:00:00.000000
2338.0,229,28,2022-11-07 00:00:00.000000
2339.0,466,11,2023-04-06 00:00:00.000000
2340.0,574,25,2024-04-02 00:00:00.000000
2341.0,635,20,2024-03-31 00:00:00.000000
2342.0,485,23,2025-01-27 00:00:00.000000
2343.0,673,12,2024-12-28 00:00:00.000000
2344.0,734,15,2023-03-19 00:00:00.000000
2345.0,117,4,2024-08-25 00:00:00.000000
2346.0,778,22,2025-02-19 00:00:00.000000
